2018-06-05 02:27:06,[ 450.  150.  400.  200.  100. 1000.  950.  500.]
2018-06-05 02:27:07,[ 50. 150.   0. 200. 250. 100. 400. 350. 450. 500.]
2018-06-05 02:27:08,[ 200.  400.   50.  150.  650.  100.  850.  800. 1100. 1050.]
